Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Population_mln,Life_expectancy
China,Asia,2019,27.8,34.1,109.9355,1271.85,71.7
Singapore,Asia,2019,2.8,3.6,76.5795,4.14,78.3
Mozambique,Africa,2020,68.8,100.5,375.404,24.19,53
Peru,South America,2020,14.6,18.8,130.5225,29.26,74.7
Chad,Africa,2017,87.5,155.7,393.0275,11.18,49.8
Fiji,Oceania,2020,20,23.6,194.092,0.86,66.8
Chile,South America,2022,7.9,9.3,102.465,16.01,77.4
Solomon Islands,Oceania,2020,21.6,25.6,163.8705,0.54,71
Equatorial Guinea,Africa,2018,107.1,155.7,333.2235,0.61,53.3
Panama,Central America and Caribbean,2023,19.5,22.9,124.8655,3.33,75.9
St. Lucia,Central America and Caribbean,2020,15.6,18.2,172.154,0.16,73.6
Tanzania,Africa,2016,52.9,83.8,360.726,40.68,55.9
Guatemala,Central America and Caribbean,2018,29.7,36.3,181.3355,14,71.1
United Arab Emirates,Middle East,2021,7,8.2,71.693,9.14,76.7
Chad,Africa,2021,95.3,173.8,410.124,9.37,48.1
South Africa,Africa,2018,47.7,71.5,434.1365,44.97,56
Suriname,South America,2019,26.6,30.1,211.342,0.48,67.9
Fiji,Oceania,2019,20,23.6,196.8,0.86,66.7
Maldives,Asia,2015,16.5,19.3,86.81,0.33,74.1
Afghanistan,Asia,2018,66.7,91.7,254.9705,28.39,60.5
Israel,Middle East,2019,5.4,6.6,76.0075,6.44,79.4
Senegal,Africa,2017,46.1,74.3,223.3005,12,62.9
Iraq,Middle East,2023,25.5,30.7,164.663,34.41,69.7
Algeria,Africa,2020,32.4,37.8,131.915,31.86,71.6
Philippines,Asia,2018,28.7,37.7,215.3515,77.99,68.8
Iraq,Middle East,2022,26.3,31.7,166.4095,33.16,69.4
Syrian Arab Republic,Middle East,2021,23.4,37,189.3795,20.44,70.6
Mozambique,Africa,2018,112.4,170.4,436.473,17.71,48.9
Kyrgyz Republic,Asia,2022,22,24.7,177.8395,5.72,70.2
Kazakhstan,Asia,2022,13,14.6,205.077,17.04,70.6
Central African Republic,Africa,2016,103.7,155.6,505.4205,4.2,45.6
Central African Republic,Africa,2018,100.6,148.9,484.5165,4.34,46.7
Guyana,South America,2020,35.4,44.2,227.6695,0.74,65.8
Papua New Guinea,Oceania,2015,40.2,51,225.4075,8.11,63.5
Romania,European Union,2019,10.5,12.4,143.7705,20.25,73.5
Israel,Middle East,2021,4.9,6.1,72.394,6.69,79.6
Kyrgyz Republic,Asia,2020,24.5,27.7,191.338,5.51,69.6
Singapore,Asia,2015,2.2,2.7,50.9615,5.54,82.7
Uzbekistan,Asia,2023,18.6,20.8,143.1235,30.76,70.7
Malawi,Africa,2018,54.5,89.4,422.591,14.13,53.9
Canada,North America,2015,5.2,6,73.8445,32.57,80.3
Iraq,Middle East,2021,27.1,32.8,168.1555,31.89,69.1
Portugal,European Union,2023,3.6,4.6,99.147,10.5,78.1
India,Asia,2015,53.6,71.1,204.132,1165.49,64.9
Nepal,Asia,2021,33.5,41.5,167.6235,26.99,68.4
Norway,Rest of Europe,2020,2.5,3.1,64.761,4.95,81.3
Fiji,Oceania,2022,19.4,22.8,212.551,0.82,66.2
Botswana,Africa,2016,39.5,58.6,438.6405,1.88,55
"Iran, Islamic Rep.",Middle East,2020,15.7,18.3,95.385,74.63,74.4
Benin,Africa,2020,81.5,130.5,284.7375,7.3,56
Thailand,Asia,2018,18.7,22,197.392,62.95,70.6
Honduras,Central America and Caribbean,2015,23.4,27.9,160.6245,7.63,72.3
Netherlands,European Union,2021,3.6,4.2,62.859,16.75,81.1
Canada,North America,2020,4.9,5.7,67.7935,34.34,81.4
"Congo, Dem. Rep.",Africa,2018,85.8,118,287.64,62.45,56.4
Hungary,European Union,2016,5.8,6.8,176.0225,10.06,73.2
Vanuatu,Oceania,2019,23.7,28.3,176.813,0.19,67.6
Nepal,Asia,2018,58.7,79.1,237.2425,23.94,62.3
United States,North America,2019,6.2,7.3,104.5215,309.33,78.5
Cote d'Ivoire,Africa,2020,91.6,136.7,468.8655,17.23,49.5
Antigua and Barbuda,Central America and Caribbean,2021,7.5,9,134.3515,0.09,76.1
Bangladesh,Asia,2018,63.1,86,170.133,127.66,65.4
Iraq,Middle East,2017,30.3,37.1,183.7195,28.39,68.2
Fiji,Oceania,2020,19,22.4,217.6345,0.82,66
Comoros,Africa,2022,71,98.5,264.3325,0.6,59.9
Mexico,North America,2019,16.4,19.2,117.679,114.09,75.1
Uzbekistan,Asia,2021,43,50.4,185.611,25.57,67.9
Peru,South America,2021,23.5,30.4,146.326,27.37,72.2
Pakistan,Asia,2017,72.8,90.9,175.0925,171.65,64.7
Georgia,Rest of Europe,2023,21,23.6,175.9835,3.9,70.5
Myanmar,Asia,2018,50.5,66.3,212.388,50.25,63.1
Benin,Africa,2019,83.3,133.7,285.318,7.08,55.7
Iceland,Rest of Europe,2016,2.4,3,58.3265,0.31,81.5
Lithuania,European Union,2021,7.6,9.5,205.7495,3.42,72.1
"Iran, Islamic Rep.",Middle East,2015,13.3,15.5,81.8615,78.49,75.8
Samoa,Oceania,2019,16.6,19.3,129.0575,0.19,71.7
Poland,European Union,2015,4.2,4.9,113.669,37.99,77.5
Grenada,Central America and Caribbean,2020,13.3,15.3,148.2515,0.11,72.8
Moldova,Rest of Europe,2020,14.5,16.8,186.748,2.86,70.1
Australia,Oceania,2020,3.8,4.5,62.175,22.34,81.9
Indonesia,Asia,2023,24.1,28.8,177.417,255.13,70.5
Israel,Middle East,2020,5.2,6.4,76.0535,6.57,79.5
Oman,Middle East,2015,10.7,12.5,108.355,2.58,74.6
Italy,European Union,2015,3,3.5,52.9595,60.73,82.5
Cuba,Central America and Caribbean,2015,4.5,5.7,89.2395,11.32,78.6
Lesotho,Africa,2018,73.6,104.2,558.8015,1.99,44.1
Gabon,Africa,2016,45.2,69.2,305.7035,1.47,59.2
Kyrgyz Republic,Asia,2023,34.1,39.2,222.2305,5.16,68
Mali,Africa,2018,78.8,135.1,287.6995,14.58,54.8
Senegal,Africa,2019,65.2,122.9,250.9235,10.04,58.2
Cambodia,Asia,2020,34.6,40.5,190.6065,14.54,67
Libya,Africa,2018,15.1,17.6,133.9065,6.13,72.1
Tajikistan,Asia,2018,67.6,83.6,178.7895,6.22,62
Lao PDR,Asia,2020,49.7,65.1,212.1825,6.35,64.8
Japan,Asia,2017,2.5,3.4,64.0215,128.06,82.6
Togo,Africa,2020,56.7,86.2,291.222,6.6,58.1
Albania,Rest of Europe,2022,19.1,21.5,85.3885,3.03,75
Cabo Verde,Africa,2015,23.4,27.9,137.01,0.47,70.6
Burundi,Africa,2022,50.7,75.5,302.3265,9.54,59.1
Burundi,Africa,2020,88.9,143.8,356.206,6.7,50.8
Seychelles,Africa,2019,12.1,14.1,155.754,0.09,73.2
Kenya,Africa,2023,36.4,50.6,228.7625,46.7,64.1
Peru,South America,2015,12.2,15.7,124.07,30.47,75.8
Iraq,Middle East,2020,27.9,33.8,172.0465,30.73,68.8
Vanuatu,Oceania,2015,23.6,28.2,131.2085,0.27,69.9
Equatorial Guinea,Africa,2017,84.5,119.7,334.523,0.86,55.1
Azerbaijan,Asia,2018,60.9,74.4,169.5265,8.05,66.8
Georgia,Rest of Europe,2015,19,21.3,178.319,3.88,70.6
Belgium,European Union,2022,4.2,5.1,89.671,10.42,78.9
Antigua and Barbuda,Central America and Caribbean,2017,9.2,11.1,141.2655,0.09,75.5
Eritrea,Africa,2018,40.2,57.1,297.051,3.12,61.6
Chad,Africa,2020,82.3,143.7,376.7435,12.36,51.4
Panama,Central America and Caribbean,2023,15.1,17.6,116.233,3.9,77.6
Honduras,Central America and Caribbean,2020,19.1,22.4,152.2485,8.48,73.6
"Yemen, Rep.",Middle East,2018,46.4,60.1,238.1945,22.52,65.3
Guatemala,Central America and Caribbean,2019,39.5,50.1,204.092,11.87,68.3
"Yemen, Rep.",Middle East,2020,62.8,85.7,249.828,18.44,61.8
Ecuador,South America,2023,19.9,23.5,146.204,13.83,74.1
Cyprus,European Union,2016,3.3,3.9,61.604,1.06,78.9
Haiti,Central America and Caribbean,2022,55.3,73.7,249.5855,10.4,61.7
Albania,Rest of Europe,2018,12.9,14.5,81.5235,2.93,76.2
Thailand,Asia,2018,12.2,14.2,163.0875,66.87,73.8
Thailand,Asia,2015,14.1,16.4,174.1335,65.81,72.5
Mexico,North America,2019,22.8,27.1,127.9115,100.3,74.7
Somalia,Africa,2023,104.4,172.6,340.636,10.45,52.3
Bosnia and Herzegovina,Rest of Europe,2015,7.5,8.6,108.5945,3.77,75.3
Rwanda,Africa,2023,65.5,105.4,340.5175,8.84,55.3
Switzerland,Rest of Europe,2021,4.5,5.3,70.293,7.34,80.5
Paraguay,South America,2023,25,30,160.709,5.82,71.7
Moldova,Rest of Europe,2020,21.7,25.8,236.105,2.91,67.4
Belize,Central America and Caribbean,2015,17.6,20.6,184.704,0.29,70.3
"Congo, Rep.",Africa,2017,46.9,69,331.725,4.01,58.5
Central African Republic,Africa,2018,109.9,168.9,531.4845,3.64,44.2
Czechia,European Union,2023,3.6,4.4,112.1435,10.21,75.9
Cambodia,Asia,2015,27.3,31.8,175.654,15.52,68.6
Vietnam,Asia,2023,19.9,24.9,135.885,83.83,74.1
Slovak Republic,European Union,2019,7.9,9.4,146.314,5.38,73.4
Georgia,Rest of Europe,2021,10.8,12.1,164.177,3.73,72.1
Hungary,European Union,2015,4.2,5.1,131.7765,9.84,75.6
Brunei Darussalam,Asia,2022,8.4,10.2,90.6615,0.4,75.1
Sierra Leone,Africa,2018,110.6,167.7,432.5825,6.27,48.5
Guinea-Bissau,Africa,2021,66.8,104.2,281.847,1.6,55.6
Luxembourg,European Union,2019,2.3,2.8,74.016,0.51,80.6
Costa Rica,Central America and Caribbean,2022,8.2,9.6,88.8035,4.74,79.2
Russian Federation,Rest of Europe,2018,8.6,10.7,254.149,142.79,68.7
Timor-Leste,Oceania,2020,49.4,58.8,160.701,1.11,67.5
Philippines,Asia,2022,23.9,30.5,202.9915,98.87,70.3
Mauritania,Africa,2016,65,103.7,218,3.2,61.8
Bulgaria,European Union,2020,8.7,10.4,139.9065,7.35,74.2
Greece,European Union,2023,4,4.6,79.077,10.99,79.2
Angola,Africa,2023,100.9,166.1,318.546,19.43,50.2
Ireland,European Union,2023,3.3,3.8,62.447,4.66,81.3
Vietnam,Asia,2021,17.9,22.4,128.8585,89.8,75
"Micronesia, Fed. Sts.",Oceania,2022,25.6,30.7,167.636,0.11,67
Guyana,South America,2022,28.8,35,212.365,0.76,68.8
Iceland,Rest of Europe,2019,2.2,2.7,53.441,0.32,81.9
Italy,European Union,2020,3.3,3.9,56.2325,59.38,82.2
Rwanda,Africa,2023,35.7,49.7,209.3335,11.08,66.9
"Congo, Dem. Rep.",Africa,2016,90.4,126.7,297.835,58.45,55.1
Zimbabwe,Africa,2015,53.4,95,653.918,12.16,43.9
India,Asia,2023,55.7,74.4,207.188,1147.61,64.5
Denmark,European Union,2015,4,4.8,92.1215,5.44,78.1
Kuwait,Middle East,2017,9.4,10.9,74.978,2.66,74
Honduras,Central America and Caribbean,2022,17.7,20.7,149.23,8.8,74.1
Liberia,Africa,2022,97.2,139.8,319.556,3.14,54.4
Singapore,Asia,2017,2.3,2.8,62.236,4.84,80.8
Azerbaijan,Asia,2017,36.8,42.7,139.7585,8.76,70.2
Burkina Faso,Africa,2020,66.3,116.9,276.3855,16.08,57.8
Liberia,Africa,2021,104.3,151.3,332.2065,3.08,53.6
Gabon,Africa,2017,43.9,66.7,295.939,1.52,59.9
Vietnam,Asia,2023,17.6,22,125.984,91.71,75.1
Kuwait,Middle East,2018,9.2,10.7,71.642,2.82,74.2
Trinidad and Tobago,Central America and Caribbean,2023,17.8,19.9,169.9695,1.36,72.8
El Salvador,Central America and Caribbean,2021,15.1,17.6,190.07,6.24,71.7
Singapore,Asia,2018,2.3,2.8,60.491,4.99,81.2
Uganda,Africa,2017,54.5,86.8,384.1585,30.43,55
Hungary,European Union,2019,5.1,6,156.927,10,74.2
"Iran, Islamic Rep.",Middle East,2021,15,17.5,86.748,75.54,74.8
Albania,Rest of Europe,2021,10,11.2,79.762,2.9,77.3
Cuba,Central America and Caribbean,2015,5.7,7.2,99.5345,11.26,77.9
Papua New Guinea,Oceania,2022,50.4,66.2,255.71,6.35,60.2
Grenada,Central America and Caribbean,2017,12.7,14.7,157.714,0.11,73
"Venezuela, RB",South America,2023,15.4,18,143.0785,30.04,72.8
"Bahamas, The",Central America and Caribbean,2021,14.3,16.7,182.864,0.31,72
Romania,European Union,2019,17.3,20.5,176.1925,22.13,71.2
Bhutan,Asia,2018,57.5,77.2,291.8915,0.59,60.9
Peru,South America,2022,22,28.3,144.121,27.62,72.6
Slovenia,European Union,2023,3.5,4.2,101.813,2,77.6
Antigua and Barbuda,Central America and Caribbean,2018,12.6,15.5,156.232,0.08,73.9
Nepal,Asia,2019,55.8,74.6,229.513,24.35,62.9
Trinidad and Tobago,Central America and Caribbean,2018,24.7,27.9,193.695,1.27,69.4
Central African Republic,Africa,2015,87.9,123.3,411.0745,4.49,50.9
Uganda,Africa,2016,57.9,92.8,398.626,29.49,53.9
Oman,Middle East,2020,12.5,14.5,122.173,2.33,73
Norway,Rest of Europe,2017,2.9,3.6,66.2655,4.77,80.6
Mexico,North America,2023,19.5,22.9,123.4585,106.01,75.3
Senegal,Africa,2020,40.7,62.1,206.2,13.03,64.9
Lesotho,Africa,2021,70.2,92.7,527.8865,2.01,47.4
Uruguay,South America,2022,13.2,15.1,118.88,3.32,75.6
Pakistan,Asia,2019,70.1,87.1,169.1665,179.42,65.3
Russian Federation,Rest of Europe,2022,7.6,9.4,220.997,143.51,70.6
Ukraine,Rest of Europe,2021,9.2,10.7,203.7885,45.59,70.9
Liberia,Africa,2019,119.7,176.6,330.7235,2.95,52.2
Samoa,Oceania,2020,16.5,19.2,124.37,0.19,71.9
Bulgaria,European Union,2023,7.3,8.7,139.2615,7.22,74.5
Cote d'Ivoire,Africa,2021,71,100.1,413.238,21.55,54.3
Denmark,European Union,2019,3.5,4.1,83.927,5.55,79.1
Trinidad and Tobago,Central America and Caribbean,2018,20.7,23.2,179.4475,1.32,71.7
Switzerland,Rest of Europe,2020,4.5,5.4,71.8885,7.28,80.4
Togo,Africa,2019,73.7,116.4,333.336,5.06,53.6
Mali,Africa,2019,98.8,181.1,323.509,11.27,48.8
Colombia,South America,2019,15.7,18.3,147.6795,45.22,75.4
Mali,Africa,2022,90.7,162.2,307.8875,12.37,51.2
China,Asia,2022,9.8,12.5,86.4435,1363.24,75.3
Malawi,Africa,2021,45.6,70.7,325.5425,15.4,58.6
Algeria,Africa,2017,25.3,29.5,108.0665,34.73,74.3
South Africa,Africa,2021,48.4,75.7,494.388,46.72,53.7
Colombia,South America,2022,18.9,22.1,160.261,42.08,74
Mexico,North America,2015,18.8,22.1,122.558,107.56,75.3
India,Asia,2018,47.2,61.4,194.7545,1217.73,66.2
Slovak Republic,European Union,2021,7.3,8.8,144.053,5.37,73.6
South Africa,Africa,2022,30.1,39.3,384.094,53.69,61.1
Libya,Africa,2021,21.9,25.5,139.5715,5.62,71.5
Uganda,Africa,2023,40.6,58.8,316.5765,36.91,60.7
Cambodia,Asia,2023,52.8,64.7,221.5355,13.27,63.1
Cabo Verde,Africa,2022,24,28.6,139.353,0.46,70.2
Armenia,Rest of Europe,2019,25.7,29.1,143.7555,3.05,71.8
Norway,Rest of Europe,2020,3.7,4.6,78.9785,4.54,79
Ukraine,Rest of Europe,2021,13.6,15.8,262.4035,47.81,68.2
Slovenia,European Union,2023,2.2,2.7,69.2825,2.06,81.1
Liberia,Africa,2023,66,92.1,246.675,4.36,61.7
Estonia,European Union,2020,7.3,9.3,211.7,1.38,70.9
India,Asia,2021,60,81.1,213.299,1111.52,63.7
Bhutan,Asia,2017,38,47.8,234.5365,0.67,67.3
Croatia,European Union,2019,6.9,8,121.781,4.3,74.5
Australia,Oceania,2015,3.3,3.9,61.7325,23.82,82.4
St. Vincent and the Grenadines,Central America and Caribbean,2018,19.2,22.2,183.408,0.11,70.8
"Egypt, Arab Rep.",Africa,2015,19.8,23.3,149.529,92.44,71.3
Zambia,Africa,2018,90.2,155.9,603.461,10.42,44
Zambia,Africa,2022,67.1,115.2,545.294,11.55,47.4
Brazil,South America,2018,17.5,19.5,157.279,193.89,73.3
Belgium,European Union,2021,4.3,5.2,93.89,10.38,78.1
Mauritius,Africa,2018,12.5,14.6,153.4275,1.25,72.9
Hungary,European Union,2020,7.6,9,184.567,10.16,72.3
Moldova,Rest of Europe,2022,18.3,21.5,232.9535,2.9,67.7
Cote d'Ivoire,Africa,2019,74.7,106.3,420.1715,20.53,53
Denmark,European Union,2023,4.2,5,90.2045,5.42,77.8
Georgia,Rest of Europe,2015,9.4,10.5,156.2355,3.73,73
United Arab Emirates,Middle East,2019,9.3,10.9,95.5935,3.3,74.5
New Zealand,Oceania,2018,6.1,7.4,85.7,3.86,78.6
Barbados,Central America and Caribbean,2016,14.2,15.4,112.486,0.28,78.1
Lesotho,Africa,2023,74,116.1,604.613,2,42.7
United Kingdom,Rest of Europe,2020,5.4,6.3,85.37,59.37,78.1
Ghana,Africa,2021,58,88.5,293.6475,20.75,57.8
India,Asia,2020,62.1,84.5,216.3545,1093.32,63.3
Iceland,Rest of Europe,2019,3.1,3.9,69.582,0.28,80.7
Japan,Asia,2019,3.1,4.3,71.4415,127.15,81.4
Georgia,Rest of Europe,2021,25.5,28.8,171.3125,3.95,70.3
Ethiopia,Africa,2022,47.3,69.6,234.3685,95.39,64
North Macedonia,Rest of Europe,2019,13.2,14.8,121.482,2.03,73.4
Tunisia,Africa,2015,17.9,21,103.28,10.2,74.4
Montenegro,Rest of Europe,2021,4.6,5.5,106.849,0.62,76.2
St. Lucia,Central America and Caribbean,2022,18.5,20.9,139.7475,0.18,75.3
Liberia,Africa,2023,90.7,129.6,306.9055,3.22,55.4
Guatemala,Central America and Caribbean,2020,27.6,33.4,173.86,14.52,71.9
Fiji,Oceania,2021,19.2,22.5,215.093,0.82,66.2
Nigeria,Africa,2015,92.3,150.1,392.374,142.54,48.8
Namibia,Africa,2021,37.9,50.5,354.013,2.19,59.4
Cameroon,Africa,2020,83.7,137.5,410.158,16.36,51.5
Vanuatu,Oceania,2019,24.3,29.1,144.4315,0.24,69.1
Hungary,European Union,2022,6.7,7.9,180.2155,10.11,72.6
Guinea,Africa,2021,89.5,144.9,333.165,8.75,51.9
Cyprus,European Union,2021,2.6,3.1,54.618,1.14,79.8
Bosnia and Herzegovina,Rest of Europe,2018,8.7,9.9,121.234,3.75,74.4
Luxembourg,European Union,2017,2.4,3,71.6035,0.49,80.5
Bosnia and Herzegovina,Rest of Europe,2016,7.2,8.3,106.9245,3.76,75.5
Vanuatu,Oceania,2022,24.3,29.1,135.872,0.26,69.6
Seychelles,Africa,2023,12.6,14.7,152.1215,0.09,73.2
"Bahamas, The",Central America and Caribbean,2015,12,14,158.589,0.37,73.1
Trinidad and Tobago,Central America and Caribbean,2019,24.5,27.7,191.866,1.27,69.7
Suriname,South America,2015,18.2,20.3,170.129,0.56,71.2
Luxembourg,European Union,2015,2.3,2.8,54.393,0.57,82.3
Comoros,Africa,2020,60.5,82,239.043,0.71,62.2
Russian Federation,Rest of Europe,2021,12.9,16.1,323.8525,144.65,65
Finland,European Union,2016,2.8,3.5,95.089,5.29,79.3
Portugal,European Union,2019,3.1,3.8,86.146,10.57,79
Jordan,Middle East,2023,19.7,23.2,122.7175,5.77,72.6
Kazakhstan,Asia,2018,20,22.5,247.1405,16.09,68.4
Equatorial Guinea,Africa,2023,69.9,96.8,327.5505,1.12,57
Lithuania,European Union,2021,4.2,5.2,179.772,2.99,73.9
"Gambia, The",Africa,2021,43.2,67.7,270,1.91,60.2
Iceland,Rest of Europe,2018,2.2,2.8,56.594,0.32,81.8
Antigua and Barbuda,Central America and Caribbean,2022,7.1,8.5,132.9015,0.09,76.2
"Egypt, Arab Rep.",Africa,2023,20.5,24.3,151.4815,90.42,71.1
United States,North America,2017,6.5,7.6,107.758,304.09,78
Libya,Africa,2015,11.4,13.3,134.7895,6.42,72.1
Romania,European Union,2021,9.5,11.2,135.6795,20.06,74.4
Lebanon,Middle East,2017,9.8,11.4,71.4135,4.76,77.9
"Congo, Rep.",Africa,2015,53.1,79.8,359.3415,3.75,56.6
Sweden,European Union,2023,3,3.6,65.34,9.03,80.5
Niger,Africa,2019,61.9,121.9,267.262,16.46,57.3
Nicaragua,Central America and Caribbean,2018,21.1,24.9,163.375,5.75,72.2
Denmark,European Union,2018,4.7,5.7,102.388,5.34,76.6
Ghana,Africa,2022,56.4,85.6,286.594,21.27,58.2
Libya,Africa,2015,18.6,21.7,133.113,5.89,72.1
Timor-Leste,Oceania,2020,76.8,96.5,249.406,0.92,60.9
Israel,Middle East,2016,4.1,5.1,65.745,7.18,80.5
Peru,South America,2022,13.3,17.1,127.208,29.77,75.3
Trinidad and Tobago,Central America and Caribbean,2023,23,25.9,186.471,1.3,70.7
Maldives,Asia,2019,11.9,13.9,76.243,0.37,75.9
El Salvador,Central America and Caribbean,2023,13.8,16.1,184.7965,6.3,72.2
Malawi,Africa,2015,61.6,104.2,508.1255,12.97,49.1
Denmark,European Union,2020,4.6,5.5,99.934,5.38,76.9
United States,North America,2015,5.8,6.8,107.377,320.74,78.7
Albania,Rest of Europe,2019,11.8,13.3,80.9365,2.91,76.6
Kazakhstan,Asia,2022,29,33.1,277.9125,15.01,66.1
Burundi,Africa,2020,56.3,85.5,313.1795,8.96,57.9
Niger,Africa,2015,74.8,159.3,278.9915,14.14,54.2
Latvia,European Union,2023,4.6,5.5,165.1905,1.99,74.1
Maldives,Asia,2020,11.1,12.9,75.29,0.38,76.3
"Venezuela, RB",South America,2018,14.6,17,149.2525,28.03,73.1
Croatia,European Union,2018,7.2,8.3,122.7795,4.47,72.8
United Kingdom,Rest of Europe,2019,4.4,5.2,74.2785,62.77,80.4
Argentina,South America,2019,12.9,14.5,124.1055,40.79,75.3
Argentina,South America,2015,10.2,11.5,117.1895,43.13,76.1
Chile,South America,2023,7.7,9.1,101.273,16.18,77.6
Mauritania,Africa,2017,63.8,101.1,216,3.3,62
Luxembourg,European Union,2015,2.6,3.2,87.8075,0.47,79.3
Indonesia,Asia,2018,29,35.2,185.497,238.62,68.9
South Africa,Africa,2017,43,68.9,498.352,49.78,55.4
Syrian Arab Republic,Middle East,2022,17.2,20.1,117.639,17.83,74.3
United States,North America,2015,6.7,7.9,111.0235,298.38,77.7
Gabon,Africa,2022,37.9,54.9,250.7575,1.82,63.6
Syrian Arab Republic,Middle East,2020,16.7,20.1,174.2775,21.08,71.3
Namibia,Africa,2018,45,75.8,446.0665,1.79,52.2
Bhutan,Asia,2015,27.4,33.1,208.003,0.73,70.4
Niger,Africa,2022,55,102.7,257.1655,18.5,59.5
Maldives,Asia,2018,31.7,39,130.99,0.28,70.2
Turkiye,Middle East,2018,16.6,19.5,118.495,71.32,74.1
Turkmenistan,Asia,2017,39.1,45.5,207.4435,4.94,66
Sierra Leone,Africa,2016,117.6,182,447.5425,5.99,46.5
"Micronesia, Fed. Sts.",Oceania,2019,27.4,33.1,171.007,0.1,66.5
Tanzania,Africa,2015,55.8,88.8,377.871,39.55,55.1
Thailand,Asia,2020,17,19.9,195.0225,64.07,71.1
Tunisia,Africa,2020,15.5,18,97.086,10.74,75.2
Timor-Leste,Oceania,2023,44.3,52.1,152.246,1.17,68.2
Syrian Arab Republic,Middle East,2023,27.7,47,181.864,18.71,69.8
Bangladesh,Asia,2019,38.9,49.1,141.3945,147.58,69.9
New Zealand,Oceania,2022,5.6,6.7,78.037,4.09,79.5
Sweden,European Union,2023,2.4,2.9,54.481,9.7,82.3
Ethiopia,Africa,2020,80.3,128.3,385.253,70.14,53.3
Malawi,Africa,2021,76.8,131.6,570.632,12,46.1
Cyprus,European Union,2015,2.4,2.9,51.6435,1.16,80.4
Jamaica,Central America and Caribbean,2023,17,19.9,154.5105,2.74,74.1
Jordan,Middle East,2023,15.4,17.9,111.057,8.92,74
Georgia,Rest of Europe,2018,31.9,36.6,171.5205,4.08,69.9
Mexico,North America,2017,17.6,20.6,120.3315,110.82,75.2
Turkmenistan,Asia,2023,44.4,52.3,218.8545,4.75,65
Cyprus,European Union,2017,3.1,3.7,60.207,1.08,79.1
Belgium,European Union,2018,4.8,5.8,99.6,10.25,77.7
Uganda,Africa,2020,79.2,131.6,507.0355,25.17,48.3
Cabo Verde,Africa,2015,16.7,19.5,125.149,0.52,72.1
Morocco,Africa,2022,22.6,26.3,73.374,33.72,75.2
Somalia,Africa,2020,93.8,152.8,323.489,12.38,54.3
Qatar,Middle East,2016,8.4,9.8,60.9985,1.22,78.6
Bolivia,South America,2016,38.7,49.8,212.2145,9.56,66.4
Lao PDR,Asia,2015,42.1,53.8,195.625,6.74,66.5
Nepal,Asia,2022,48.2,62.7,209.685,25.42,64.7
Botswana,Africa,2017,40.3,57.6,413.0785,1.92,56.7
Nigeria,Africa,2016,89.8,145.6,387.5675,146.34,49.4
Belarus,Rest of Europe,2017,5.1,6.6,222.907,9.53,70.5
Turkiye,Middle East,2015,20.5,24.3,125.8835,68.76,72.8
Guinea-Bissau,Africa,2022,92.6,150.7,300.923,1.31,51.9
United Kingdom,Rest of Europe,2018,4.6,5.4,76.195,62.28,80.1
Lithuania,European Union,2018,5.4,6.7,193.3095,3.16,72.9
Singapore,Asia,2020,2.2,2.8,57.001,5.18,81.7
Gabon,Africa,2018,42.9,64.2,286.1745,1.57,60.6
Belize,Central America and Caribbean,2021,15.2,17.7,181.47,0.34,73
Kyrgyz Republic,Asia,2018,42.5,49.8,223.7235,4.9,68.6
"Micronesia, Fed. Sts.",Oceania,2022,28.7,34.8,179.2125,0.11,65.3
Sweden,European Union,2022,3.1,3.7,66.1935,8.99,80.5
Mexico,North America,2022,20.2,23.9,124.359,104.51,75.2
Niger,Africa,2020,90.1,204.5,289.5665,12.19,51.3
Eswatini,Africa,2021,50.6,66,459.807,1.08,49.9
Malta,European Union,2022,6.2,7.1,60.357,0.4,79.3
Equatorial Guinea,Africa,2019,79.1,111.2,329.7845,0.94,55.6
Montenegro,Rest of Europe,2019,5.7,6.7,114.563,0.62,76
Syrian Arab Republic,Middle East,2019,16.2,18.9,159.176,21.36,72.1
Guinea,Africa,2022,86.5,139.5,325.874,8.93,52.5
Cuba,Central America and Caribbean,2023,4.6,5.8,90.569,11.31,78.5
Argentina,South America,2021,15.8,17.7,134.5355,38.09,74.1
Norway,Rest of Europe,2015,3.2,3.9,69.5825,4.66,80.3
Barbados,Central America and Caribbean,2021,13.6,14.7,102.8345,0.28,78.5
Rwanda,Africa,2017,50.2,76.3,272.418,9.52,60.6
Bangladesh,Asia,2020,57,76.5,162.2605,132.48,66.4
Timor-Leste,Oceania,2021,47.5,56.3,157.265,1.13,67.7
North Macedonia,Rest of Europe,2021,12.8,14.4,118.556,2.03,73.2
Tonga,Oceania,2022,13,15.1,151.8725,0.1,69.8
Kuwait,Middle East,2016,9.5,11.1,78.3145,2.5,73.8
Iceland,Rest of Europe,2015,1.8,2.3,55.359,0.33,82.5
Greece,European Union,2020,4.9,5.6,80.4475,10.9,78.6
Mozambique,Africa,2021,95.3,145,436.671,19.33,49.9
Netherlands,European Union,2020,4.9,5.9,80.574,16.15,78.3
Jamaica,Central America and Caribbean,2021,14.6,17,135.5585,2.84,74
Senegal,Africa,2021,39.2,58.7,200.5,13.4,65.4
Togo,Africa,2015,50.8,75.9,271.709,7.32,59.9
Libya,Africa,2019,23.4,27.3,143.011,5.44,71
Paraguay,South America,2015,24.5,29.3,158.8465,5.91,71.9
